MSZoning_C (ALL),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LandContour_BNK,LandContour_HLS,LandContour_LOW,LandContour_LVL,HouseStyle_1.5FIN,HouseStyle_1.5UNF,HouseStyle_1STORY,HouseStyle_2.5FIN,HouseStyle_2.5UNF,HouseStyle_2STORY,HouseStyle_SFOYER,HouseStyle_SLVL,Electrical_FUSEA,Electrical_FUSEF,Electrical_FUSEP,Electrical_MIX,Electrical_SBRKR,Electrical_UNKNOWN,LotArea,Street,Utilities,YearBuilt,TotalBsmtSF,CentralAir,1stFlrSF,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,MoSold,YrSold,SalePrice
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05989857206291336,1.0,1.0,0.608695652173914,0.1756137479541735,1.0,0.33891693437356585,0.5,0.0,0.25,0.3333333333333333,0.33333333333333337,0.3333333333333333,0.5,0.5454545454545454,0.0,230000
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.031634298534670126,1.0,1.0,0.9420289855072461,0.16530278232405893,1.0,0.15511702615878845,0.75,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.9999999999999999,0.75,200000
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09207974012012432,1.0,1.0,0.5869565217391308,0.29607201309328973,1.0,0.4417163836622304,0.75,0.0,0.375,0.3333333333333333,0.41666666666666663,0.6666666666666666,0.5,0.8181818181818182,0.25,217000
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12316249503377036,1.0,1.0,0.6376811594202909,0.09574468085106384,1.0,0.3981184029371271,0.75,0.0,0.5,0.3333333333333333,0.5833333333333334,0.3333333333333333,0.5,0.9090909090909091,0.5,242000
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09615555399752274,1.0,1.0,0.8985507246376816,0.1193126022913257,1.0,0.0906379072969252,0.75,0.5,0.375,0.3333333333333333,0.33333333333333337,0.3333333333333333,0.5,0.6363636363636364,0.5,175000
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05195727873986305,1.0,1.0,0.8260869565217401,0.262847790507365,1.0,0.3022028453419,0.75,0.0,0.375,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.5,0.9090909090909091,0.5,184000
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.036864614737432515,1.0,1.0,0.804347826086957,0.17741407528641573,1.0,0.17117944011014227,0.5,0.5,0.375,0.3333333333333333,0.24999999999999997,0.0,0.5,0.4545454545454545,0.25,134000
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.022809600598284605,1.0,1.0,0.3913043478260878,0.15711947626841244,0.0,0.14960991280403854,0.5,0.0,0.25,0.3333333333333333,0.24999999999999997,0.3333333333333333,0.25,0.36363636363636365,0.25,102000
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05085419149781486,1.0,1.0,0.5,0.10998363338788872,0.0,0.07755851307939421,0.5,0.0,0.25,0.3333333333333333,0.24999999999999997,0.0,0.25,0.5454545454545454,1.0,80000
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0468157704082825,1.0,1.0,0.9420289855072461,0.13371522094926352,1.0,0.11243689765947681,0.75,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.09090909090909091,1.0,214900
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.021150295636729065,1.0,1.0,0.3913043478260878,0.09819967266775778,1.0,0.09476824231298761,0.5,0.0,0.125,0.3333333333333333,0.24999999999999997,0.0,0.5,0.4545454545454545,0.0,79900
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.01379326462408563,1.0,1.0,0.9710144927536231,0.10229132569558103,1.0,0.06677374942634234,0.75,0.5,0.25,0.3333333333333333,0.24999999999999997,0.0,0.5,0.4545454545454545,0.25,164700
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06647970272733647,1.0,1.0,0.72463768115942,0.14140752864157122,1.0,0.1216154199173933,0.5,0.0,0.375,0.3333333333333333,0.24999999999999997,0.3333333333333333,0.25,0.6363636363636364,0.75,133500
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.024898922620299607,1.0,1.0,0.5579710144927539,0.0,0.0,0.08857273978889399,0.5,0.0,0.25,0.3333333333333333,0.16666666666666666,0.0,0.25,0.5454545454545454,0.5,72500
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.038220103297576476,1.0,1.0,0.6811594202898554,0.14140752864157122,1.0,0.12804038549793484,0.5,0.0,0.375,0.3333333333333333,0.24999999999999997,0.0,0.25,0.8181818181818182,0.5,110000
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03385916941269952,1.0,1.0,0.6811594202898554,0.2009819967266776,1.0,0.20513997246443325,0.5,0.5,0.375,0.3333333333333333,0.33333333333333337,0.0,0.25,0.4545454545454545,0.5,149350
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14661712122274417,1.0,1.0,0.6159420289855078,0.3330605564648118,1.0,0.5004589261128959,1.0,0.0,0.5,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.5,0.1818181818181818,0.25,200624
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0201173198719297,1.0,1.0,0.38405797101449224,0.14140752864157122,0.0,0.1216154199173933,0.5,0.0,0.25,0.3333333333333333,0.24999999999999997,0.0,0.0,0.2727272727272727,0.5,98000
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03137254901960784,1.0,1.0,0.8768115942028984,0.26252045826513914,1.0,0.29440110142267095,0.75,0.0,0.25,0.3333333333333333,0.24999999999999997,0.3333333333333333,0.5,0.5454545454545454,0.5,193000
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.041814485031199604,1.0,1.0,0.6739130434782616,0.1060556464811784,1.0,0.14364387333639284,0.0,0.0,0.0,0.3333333333333333,0.08333333333333334,0.0,0.25,0.36363636363636365,0.0,145000
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03879501741101685,1.0,1.0,0.7898550724637676,0.4130932896890344,1.0,0.5025240936209271,0.75,0.5,0.5,0.3333333333333333,0.5833333333333334,0.3333333333333333,0.5,0.5454545454545454,0.75,278000
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.061889738016780015,1.0,1.0,0.8768115942028984,0.21898527004909984,1.0,0.23359339146397431,0.75,0.5,0.625,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.75,0.9090909090909091,0.0,310000
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.07088737759704597,1.0,1.0,0.6014492753623184,0.1335515548281506,1.0,0.1234511243689766,0.5,0.5,0.375,0.3333333333333333,0.5,0.0,0.25,0.2727272727272727,0.5,135500
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.02897941059618126,1.0,1.0,0.9202898550724647,0.16268412438625207,1.0,0.15924736117485086,0.75,0.5,0.375,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.5,0.4545454545454545,1.0,189000
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.02672649512725233,1.0,1.0,0.77536231884058,0.1777414075286416,1.0,0.20422212023864159,0.0,1.0,0.25,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.5,0.4545454545454545,0.75,153337
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2925378017714833,1.0,1.0,0.9855072463768124,1.0,1.0,1.0,0.75,0.5,0.375,0.3333333333333333,0.8333333333333334,1.0,0.5,0.0,0.5,160000
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03820140690364346,1.0,1.0,0.9420289855072461,0.18461538461538463,1.0,0.18219366681964203,0.75,0.5,0.375,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.5,0.1818181818181818,0.5,237000
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.032414872981373716,1.0,1.0,0.6014492753623184,0.13502454991816695,1.0,0.11266636071592473,0.5,0.0,0.25,0.3333333333333333,0.16666666666666666,0.0,0.5,0.4545454545454545,0.5,125000
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03385916941269952,1.0,1.0,0.5579710144927539,0.0,0.0,0.16200091785222578,0.75,0.0,0.25,0.6666666666666666,0.33333333333333337,0.0,0.5,0.36363636363636365,0.0,87500
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03548575568487228,1.0,1.0,0.6376811594202909,0.17430441898527008,1.0,0.16773749426342358,0.5,0.5,0.375,0.3333333333333333,0.33333333333333337,0.0,0.5,0.5454545454545454,0.25,126500
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.014751454813152914,1.0,1.0,0.3478260869565215,0.12045826513911621,1.0,0.09224414869206057,0.75,0.0,0.25,1.0,0.5,0.0,0.0,0.4545454545454545,0.75,113000
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03879501741101685,1.0,1.0,0.37681159420289845,0.09361702127659575,0.0,0.054612207434603016,0.5,0.0,0.25,0.3333333333333333,0.24999999999999997,0.0,0.0,0.2727272727272727,0.5,79000
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.001776157423636916,1.0,1.0,0.72463768115942,0.07905073649754502,1.0,0.03418999541073886,0.5,0.5,0.25,0.3333333333333333,0.24999999999999997,0.0,0.25,0.36363636363636365,0.75,118000
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03131645983780878,1.0,1.0,0.8913043478260878,0.1265139116202946,1.0,0.10073428178063332,0.75,0.5,0.375,0.3333333333333333,0.5,0.3333333333333333,0.5,0.4545454545454545,0.5,188000
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03666362850265255,1.0,1.0,0.4927536231884062,0.14451718494271687,1.0,0.15006883891693437,0.5,0.0,0.375,0.3333333333333333,0.5,0.0,0.25,0.5454545454545454,0.5,145000
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.044310453621257795,1.0,1.0,0.7536231884057969,0.1490998363338789,1.0,0.14226709499770537,0.5,0.0,0.375,0.3333333333333333,0.33333333333333337,0.0,0.5,0.5454545454545454,0.0,132500
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.039683096122835305,1.0,1.0,0.6594202898550723,0.21734860883797055,1.0,0.2280862781092244,0.5,0.5,0.375,0.3333333333333333,0.33333333333333337,0.6666666666666666,0.5,0.4545454545454545,1.0,143000
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.031452008693823176,1.0,1.0,0.9637681159420293,0.11914893617021277,1.0,0.09040844424047728,0.75,0.5,0.375,0.3333333333333333,0.5,0.0,0.5,0.5454545454545454,0.5,176000
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.045352777583023675,1.0,1.0,0.9855072463768124,0.16644844517184945,1.0,0.15878843506195503,0.75,0.5,0.375,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.75,0.2727272727272727,0.75,310000
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.02161770548505457,1.0,1.0,0.47101449275362306,0.14844517184942718,1.0,0.1828820559889858,0.5,0.0,0.25,0.3333333333333333,0.41666666666666663,0.0,0.5,0.1818181818181818,0.25,89471
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0337469910491014,1.0,1.0,0.36956521739130466,0.1584288052373159,1.0,0.14547957778797613,0.5,0.0,0.25,0.3333333333333333,0.24999999999999997,0.0,0.5,0.5454545454545454,0.25,100000
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.02769870761176938,1.0,1.0,0.9492753623188417,0.13060556464811784,1.0,0.10647085819183111,0.75,0.5,0.375,0.3333333333333333,0.33333333333333337,0.0,0.5,0.4545454545454545,0.5,183000
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.037579751805370536,1.0,1.0,0.5,0.10998363338788872,1.0,0.07755851307939421,0.5,0.0,0.25,0.3333333333333333,0.16666666666666666,0.0,0.25,0.6363636363636364,0.75,113000
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03225127953445979,1.0,1.0,0.9492753623188417,0.1386252045826514,1.0,0.1177145479577788,0.75,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5454545454545454,0.25,219500
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03482203370025006,1.0,1.0,0.7101449275362324,0.1639934533551555,1.0,0.15328132170720513,0.5,0.0,0.375,0.3333333333333333,0.24999999999999997,0.0,0.5,0.6363636363636364,0.75,148500
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.060417396994554666,1.0,1.0,0.9710144927536231,0.31669394435351883,1.0,0.3760899495181276,0.75,0.0,0.375,0.3333333333333333,0.5833333333333334,0.3333333333333333,0.75,0.5454545454545454,0.25,395000
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04635770875692351,1.0,1.0,0.8695652173913047,0.17266775777414076,1.0,0.16544286369894448,0.75,0.5,0.375,0.3333333333333333,0.5,0.3333333333333333,0.5,0.36363636363636365,1.0,189000
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0385192456005048,1.0,1.0,0.9927536231884062,0.2458265139116203,1.0,0.26801284993116103,0.75,0.0,0.375,0.3333333333333333,0.41666666666666663,0.0,0.5,0.7272727272727273,0.75,233170
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.053621257799901845,1.0,1.0,0.6376811594202909,0.1567921440261866,1.0,0.143184947223497,0.5,0.0,0.25,0.3333333333333333,0.24999999999999997,0.0,0.25,0.2727272727272727,0.25,151500
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.027703381710252634,1.0,1.0,0.5942028985507246,0.13617021276595745,1.0,0.1142726021110601,0.5,0.0,0.25,0.3333333333333333,0.16666666666666666,0.0,0.5,0.4545454545454545,0.5,105500
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.050760709528149754,1.0,1.0,0.6304347826086953,0.1944353518821604,1.0,0.19596145020651676,0.5,0.0,0.375,0.3333333333333333,0.33333333333333337,0.0,0.5,0.36363636363636365,1.0,142000
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.027577181051204748,1.0,1.0,0.5652173913043477,0.14140752864157122,1.0,0.1216154199173933,0.5,0.0,0.375,0.3333333333333333,0.24999999999999997,0.0,0.5,0.5454545454545454,0.25,129000
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.07386945242936269,1.0,1.0,0.9710144927536231,0.10703764320785598,1.0,0.07572280862781092,0.75,0.5,0.375,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.5,0.7272727272727273,0.0,179665
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.040856294842132324,1.0,1.0,0.8695652173913047,0.14860883797054011,1.0,0.13607159247361175,0.75,0.5,0.375,0.3333333333333333,0.5,0.3333333333333333,0.5,0.09090909090909091,0.0,220000
